"P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073","P002049","GEO_ID","P002001","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","NAME"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037188100","4076","2274","1802","1741","1111","93","6","521","0","10","61","60","8","9","33","0","3","2","2","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1881, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037188201","3270","573","2697","2583","1974","137","5","461","0","6","114","105","25","10","48","6","2","3","5","0","0","0","0","0","5","1","0","9","3","0","0","0","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 1882.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1400000US06037188202","2347","294","2053","1987","1559","74","1","345","2","6","66","58","10","7","33","0","1","0","3","0","0","0","0","0","2","2","0","7","3","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1882.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037188300","3536","1113","2423","2331","1283","28","2","1005","6","7","92","87","5","4","56","13","1","1","3","0","0","0","0","0","3","1","0","5","0","1","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1883, Los Angeles County, California"
"0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037189101","2743","383","2360","2258","1826","76","7","343","1","5","102","95","4","13","44","8","12","4","0","0","0","0","0","0","5","5","0","5","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1891.01, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037189102","3096","350","2746","2655","2215","63","5","363","2","7","91","88","15","5","49","6","2","1","5","0","0","0","0","0","1","3","1","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1891.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189201","3293","470","2823","2726","2269","117","3","330","2","5","97","91","15","12","44","10","2","2","1","0","3","0","0","0","2","0","0","6","3","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1892.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189202","2718","271","2447","2358","1988","36","5","317","1","11","89","86","9","6","56","1","7","5","0","0","0","0","0","0","0","2","0","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1892.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189300","3077","182","2895","2821","2340","71","1","401","0","8","74","72","15","4","45","0","4","3","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1893, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189400","3448","215","3233","3116","2812","108","8","172","2","14","117","111","24","16","59","2","1","2","5","0","0","0","0","0","0","2","0","6","1","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1894, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189500","4452","564","3888","3726","3213","206","13","272","2","20","162","150","33","18","71","6","2","10","2","0","3","0","0","0","2","3","0","12","7","0","0","1","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","Census Tract 1895, Los Angeles County, California"
"1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1400000US06037189600","3529","487","3042","2930","2545","186","8","183","2","6","112","102","33","15","31","3","5","6","5","0","1","0","0","0","2","1","0","7","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1896, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189701","3942","437","3505","3376","2803","206","7","334","3","23","129","117","31","16","56","2","5","3","2","0","0","1","0","0","0","0","1","12","8","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1897.01, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037189702","2227","207","2020","1950","1714","97","5","124","3","7","70","58","15","7","24","1","5","2","1","1","2","0","0","0","0","0","0","11","6","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1897.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189800","4021","413","3608","3499","3115","167","3","202","1","11","109","98","18","8","45","5","6","4","6","0","2","0","0","0","3","1","0","11","4","1","0","1","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","Census Tract 1898, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037189902","4971","510","4461","4311","3771","203","10","293","10","24","150","137","24","27","59","3","9","0","0","0","5","0","0","0","3","7","0","12","7","1","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","Census Tract 1899.02, Los Angeles County, California"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037189903","2164","182","1982","1918","1673","98","3","129","3","12","64","55","11","2","30","1","6","2","1","0","1","0","0","0","0","1","0","8","1","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1899.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037189904","2260","301","1959","1871","1595","97","3","164","1","11","88","85","15","4","45","3","5","2","2","1","1","0","0","0","0","6","1","3","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1899.04, Los Angeles County, California"
"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037189905","2304","214","2090","2025","1813","77","4","120","2","9","65","60","15","6","34","0","1","0","1","1","0","1","0","0","1","0","0","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1899.05, Los Angeles County, California"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1400000US06037190100","4481","817","3664","3535","2806","304","15","385","5","20","129","116","31","16","40","5","5","4","9","0","0","0","0","0","4","2","0","11","5","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1901, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190201","2870","987","1883","1814","1374","259","17","149","6","9","69","64","17","6","20","2","3","5","6","0","2","0","0","0","2","1","0","5","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1902.01, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037190202","3044","712","2332","2235","1670","236","18","290","7","14","97","76","25","10","21","3","1","4","1","0","7","0","1","0","3","0","0","20","7","2","0","3","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1902.02, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037190301","4758","1163","3595","3444","2860","235","7","325","1","16","151","137","30","11","66","7","4","4","2","0","1","1","0","0","7","4","0","13","4","2","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1903.01, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037190401","3135","677","2458","2352","1862","134","12","337","1","6","106","100","10","6","54","10","5","2","5","0","2","0","0","1","4","1","0","5","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","Census Tract 1904.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190402","2487","444","2043","1960","1494","112","3","346","1","4","83","80","11","4","39","8","4","1","1","1","0","1","0","0","4","6","0","3","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","Census Tract 1904.02, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037190510","4227","1663","2564","2458","1391","312","6","733","5","11","106","102","9","8","47","11","7","2","6","5","0","1","0","0","4","2","0","3","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1905.10, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190520","3728","1408","2320","2240","1592","92","4","537","0","15","80","76","7","7","50","2","1","1","1","0","1","2","0","0","0","4","0","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","Census Tract 1905.20, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190700","3379","1160","2219","2136","1591","304","12","209","10","10","83","73","15","8","30","1","3","5","4","1","2","0","0","0","1","3","0","10","4","1","0","0","1","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","Census Tract 1907, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190801","2594","1200","1394","1343","944","173","4","207","3","12","51","49","15","5","14","0","0","3","3","1","0","0","0","0","3","5","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","Census Tract 1908.01, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1400000US06037190802","2784","1396","1388","1350","971","118","5","244","1","11","38","32","5","10","4","0","4","3","0","0","0","1","0","0","0","5","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1908.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190901","4742","3608","1134","1090","666","173","4","235","2","10","44","42","8","3","18","7","2","1","0","0","0","1","0","0","2","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1909.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037190902","3960","2405","1555","1505","1101","123","1","255","2","23","50","48","10","4","17","2","4","1","3","2","0","1","0","0","3","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1909.02, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037191000","3228","1426","1802","1718","1177","285","16","222","6","12","84","74","13","10","33","5","2","3","5","0","0","2","0","0","1","0","0","10","3","3","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","Census Tract 1910, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037191110","3338","1221","2117","2042","1585","102","7","335","2","11","75","71","3","7","46","9","2","2","0","0","0","0","0","0","1","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1911.10, Los Angeles County, California"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1400000US06037191120","4135","2221","1914","1819","1234","159","6","402","2","16","95","92","5","6","52","6","9","3","3","0","0","0","0","1","0","7","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1911.20, Los Angeles County, California"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","1","1400000US06037191201","4591","1374","3217","3097","2319","146","13","597","9","13","120","103","14","8","41","21","0","5","2","0","1","3","0","0","5","3","0","12","10","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1912.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037191203","2922","1319","1603","1544","801","128","7","603","0","5","59","55","9","3","18","1","4","1","6","0","0","1","0","0","5","7","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","Census Tract 1912.03, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037191204","2124","974","1150","1109","701","52","2","343","3","8","41","40","2","3","18","1","3","0","1","0","0","0","0","0","2","10","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1912.04, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037191301","2327","1319","1008","979","411","94","3","469","0","2","29","25","2","2","12","1","3","3","2","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","Census Tract 1913.01, Los Angeles County, California"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400000US06037191302","2422","1151","1271","1235","498","81","6","641","1","8","36","34","12","1","10","0","2","2","0","0","2","1","0","0","2","1","1","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","Census Tract 1913.02, Los Angeles County, California"
