"B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","B25063_025E","B25063_025M","B25063_026E","B25063_026M","B25063_027E","B25063_027M","GEO_ID","NAME"
"1223","448","1197","446","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","68","82","0","13","86","140","13","21","90","62","126","115","518","394","116","90","150","106","0","13","30","34","26","30","1400000US06037143602","Census Tract 1436.02, Los Angeles County, California"
"979","161","969","160","0","13","0","13","0","13","0","13","25","28","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","15","19","17","14","28","23","148","66","405","112","244","101","59","52","21","23","7","11","10","16","1400000US06037143603","Census Tract 1436.03, Los Angeles County, California"
"909","119","909","119","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","42","65","0","13","316","131","63","43","188","82","237","107","63","63","0","13","1400000US06037143605","Census Tract 1436.05, Los Angeles County, California"
"955","186","955","186","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","30","32","57","44","431","137","222","90","172","115","19","21","24","27","0","13","1400000US06037143606","Census Tract 1436.06, Los Angeles County, California"
"524","126","466","114","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","9","14","18","21","90","65","147","81","60","43","52","52","25","36","65","63","58","55","1400000US06037143700","Census Tract 1437, Los Angeles County, California"
"554","264","538","264","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","84","84","33","37","136","76","87","90","0","13","198","244","16","28","1400000US06037143801","Census Tract 1438.01, Los Angeles County, California"
"631","134","631","134","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","24","0","13","0","13","34","41","145","107","102","68","177","93","46","30","43","55","70","79","0","13","1400000US06037143802","Census Tract 1438.02, Los Angeles County, California"
"147","68","136","67","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","11","0","13","0","13","0","13","0","13","0","13","54","50","10","15","24","33","9","15","32","27","11","17","1400000US06037143901","Census Tract 1439.01, Los Angeles County, California"
"610","146","602","146","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","14","11","18","23","27","229","83","257","129","65","51","9","14","0","13","8","12","1400000US06037143902","Census Tract 1439.02, Los Angeles County, California"
"714","171","714","171","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","32","44","0","19","0","19","0","19","14","24","0","19","0","19","60","71","16","24","177","127","188","104","86","83","47","65","0","19","94","82","0","19","1400000US06037181000","Census Tract 1810, Los Angeles County, California"
"467","130","467","130","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","0","13","0","13","37","44","23","20","84","48","152","65","96","73","15","18","33","36","17","17","0","13","1400000US06037181300","Census Tract 1813, Los Angeles County, California"
"1139","214","1095","215","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","50","55","0","13","0","13","0","13","0","13","24","36","66","42","98","98","108","47","648","169","71","52","0","13","18","21","12","20","44","40","1400000US06037181400","Census Tract 1814, Los Angeles County, California"
"330","104","289","94","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","26","24","43","34","40","45","75","62","24","30","40","38","41","41","0","13","41","41","1400000US06037181500","Census Tract 1815, Los Angeles County, California"
"675","215","653","209","0","13","0","13","0","13","0","13","9","16","0","13","0","13","0","13","0","13","0","13","13","20","0","13","123","185","10","16","14","23","0","13","13","14","54","41","85","48","151","83","102","51","79","50","0","13","0","13","22","27","1400000US06037181600","Census Tract 1816, Los Angeles County, California"
"531","114","492","114","0","13","0","13","0","13","0","13","0","13","0","13","30","42","0","13","0","13","0","13","0","13","10","16","0","13","40","47","20","31","14","16","36","54","20","28","120","72","21","20","121","72","36","31","0","13","24","20","39","46","1400000US06037183101","Census Tract 1831.01, Los Angeles County, California"
"1267","183","1260","185","0","13","0","13","0","13","12","18","17","28","0","13","0","13","18","20","0","13","0","13","7","12","7","10","0","13","0","13","8","12","25","24","57","46","277","133","254","81","354","108","209","72","0","13","15","23","0","13","7","11","1400000US06037183103","Census Tract 1831.03, Los Angeles County, California"
"230","56","228","56","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","0","13","56","35","75","36","43","28","17","21","12","13","7","8","13","12","2","4","1400000US06037183104","Census Tract 1831.04, Los Angeles County, California"
"543","103","523","105","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","8","14","10","16","23","37","16","20","48","45","156","74","75","53","100","54","34","41","20","24","33","39","0","13","20","23","1400000US06037183220","Census Tract 1832.20, Los Angeles County, California"
"540","104","530","106","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","35","7","11","6","9","0","13","0","13","0","13","0","13","5","11","10","16","72","67","102","76","97","59","96","65","87","53","15","18","11","16","0","13","10","16","1400000US06037183221","Census Tract 1832.21, Los Angeles County, California"
"594","185","583","185","0","13","0","13","0","13","12","18","25","28","16","25","7","13","10","16","10","16","13","20","32","50","0","13","0","13","16","24","10","16","0","13","13","21","79","58","126","70","34","28","64","66","11","18","105","133","0","13","11","17","1400000US06037183222","Census Tract 1832.22, Los Angeles County, California"
"664","170","659","170","0","13","0","13","14","22","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","5","8","0","13","0","13","18","22","19","29","171","85","68","40","167","142","105","67","46","27","30","46","16","22","5","8","1400000US06037183300","Census Tract 1833, Los Angeles County, California"
"389","92","359","93","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","12","12","5","7","73","43","73","42","99","76","65","31","32","21","0","13","0","13","30","19","1400000US06037183401","Census Tract 1834.01, Los Angeles County, California"
"841","143","815","148","0","13","5","8","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","22","6","9","24","25","24","28","38","35","174","73","128","55","230","100","41","31","82","62","24","15","20","16","26","27","1400000US06037183402","Census Tract 1834.02, Los Angeles County, California"
"167","58","167","58","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","7","11","0","13","11","16","0","13","0","13","0","13","21","20","49","31","37","28","23","32","0","13","19","18","0","13","1400000US06037183510","Census Tract 1835.10, Los Angeles County, California"
"786","110","770","111","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","75","57","64","48","296","97","139","62","51","33","120","61","0","13","11","17","14","21","16","27","1400000US06037183520","Census Tract 1835.20, Los Angeles County, California"
"635","85","635","85","0","13","0","13","0","13","0","13","13","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","23","0","13","0","13","40","30","36","26","162","51","143","55","106","54","57","30","54","45","5","9","0","13","0","13","1400000US06037183610","Census Tract 1836.10, Los Angeles County, California"
"525","106","525","106","0","13","0","13","0","13","0","13","0","13","0","13","0","13","16","26","0","13","12","18","0","13","0","13","0","13","0","13","0","13","52","32","100","61","103","51","53","39","120","78","37","23","28","26","4","6","0","13","0","13","1400000US06037183620","Census Tract 1836.20, Los Angeles County, California"
"760","127","740","125","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","10","16","0","13","0","13","0","13","86","68","0","13","105","70","39","44","127","65","60","52","193","83","109","67","9","13","0","13","2","6","20","32","1400000US06037183701","Census Tract 1837.01, Los Angeles County, California"
"598","121","529","114","0","13","0","13","0","13","0","13","34","38","0","13","27","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","25","20","26","106","71","56","34","177","74","65","53","17","23","0","13","10","15","69","50","1400000US06037183702","Census Tract 1837.02, Los Angeles County, California"
"1246","214","1237","213","0","13","0","13","0","13","0","13","0","13","0","13","4","8","19","29","0","13","0","13","0","13","45","39","29","33","0","13","12","17","91","50","92","60","309","153","201","121","343","126","65","39","27","28","0","13","0","13","9","14","1400000US06037183810","Census Tract 1838.10, Los Angeles County, California"
"1015","224","993","227","0","13","0","13","0","13","0","13","9","16","14","22","0","13","0","13","0","13","0","13","9","15","0","13","9","13","8","13","13","22","56","53","87","63","210","98","303","194","220","102","45","37","0","13","0","13","10","16","22","34","1400000US06037183820","Census Tract 1838.20, Los Angeles County, California"
"706","113","606","143","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","17","28","11","19","0","13","196","120","75","78","157","86","134","109","16","26","0","13","0","13","100","99","1400000US06037185101","Census Tract 1851.01, Los Angeles County, California"
"332","263","332","263","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","19","29","57","62","10","15","10","16","199","266","37","43","0","13","1400000US06037185102","Census Tract 1851.02, Los Angeles County, California"
"743","175","685","163","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","40","0","13","0","13","0","13","10","15","90","68","131","121","37","31","101","54","128","74","66","57","37","38","60","84","58","58","1400000US06037185202","Census Tract 1852.02, Los Angeles County, California"
"526","122","467","107","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","21","31","0","13","0","13","0","13","0","13","9","13","23","32","24","38","30","29","99","60","67","39","122","84","39","25","6","8","27","29","0","13","59","52","1400000US06037185203","Census Tract 1852.03, Los Angeles County, California"
"214","87","156","41","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","2","6","0","13","0","13","0","13","27","28","16","17","23","18","6","9","46","22","19","15","13","13","4","8","58","79","1400000US06037185204","Census Tract 1852.04, Los Angeles County, California"
"599","141","565","143","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","6","9","5","7","19","22","0","13","28","25","42","30","36","25","133","52","120","79","115","78","15","17","34","26","12","17","0","13","34","25","1400000US06037185310","Census Tract 1853.10, Los Angeles County, California"
