"GEO_ID","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_031E","S1903_C02_031M","NAME"
"1400000US06037500800","1401","70","73.0","7.3","0.0","2.8","0.7","1.1","1.1","1.3","0.0","2.8","24.0","7.1","1.2","1.4","90.1","3.7","8.8","3.5","0.5","0.8","37.0","6.0","35.7","5.8","26.8","4.9","1173","92","49.9","8.5","50.1","8.5","68.7","8.0","22.3","8.2","9.0","3.8","228","83","62.3","23.0","54.8","23.1","7.5","8.3","37.7","23.0","37.7","23.0","0.0","16.0","35.3","(X)","37.3","(X)","21.9","(X)","59960","9799","66528","12894","-","**","-","**","52656","23388","-","**","49276","8329","77125","263917","61028","9776","36607","58875","-","**","57179","9707","76163","6649","49309","13336","61694","11027","59196","23776","62303","15379","64464","13586","49844","14437","61364","19676","33793","17053","17000","16118","17125","15378","12361","121298","57375","93112","57375","93112","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5008, Los Angeles County, California"
"1400000US06037500900","1571","71","66.4","7.5","0.6","0.9","2.5","2.9","2.7","2.0","0.0","2.5","27.8","7.4","0.0","2.5","85.0","5.0","11.7","4.7","0.0","2.5","30.6","5.8","36.0","5.2","33.4","5.7","1169","110","46.1","7.5","53.9","7.5","64.0","8.6","22.4","7.1","13.6","5.4","402","118","67.2","16.2","67.2","16.2","0.0","9.5","32.8","16.2","32.8","16.2","0.0","9.5","34.1","(X)","42.0","(X)","10.9","(X)","44408","12156","33594","12496","-","**","11806","258161","82969","42666","-","**","64620","24846","-","**","45573","11453","19028","29354","-","**","48152","15596","62266","22485","25022","8410","52344","18922","39661","33265","60543","19776","65278","10073","37700","21651","60694","43233","13857","3987","13643","3823","13643","3823","-","**","15833","15546","15833","15546","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5009, Los Angeles County, California"
"1400000US06037501001","703","72","33.7","12.8","2.4","4.0","0.0","5.5","0.0","5.5","0.0","5.5","63.9","14.1","0.0","5.5","91.2","6.3","6.4","4.7","0.0","5.5","39.3","10.6","46.2","14.7","14.5","7.6","699","73","35.2","11.9","64.8","11.9","41.8","14.5","41.9","16.1","16.3","10.5","4","11","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","100.0","100.0","16.6","(X)","16.7","(X)","0.0","(X)","44083","14048","55625","78133","-","**","-","**","-","**","-","**","37379","19143","-","**","43917","13314","54554","121858","-","**","40125","19015","43750","57551","55526","7187","42639","10019","34732","6232","50208","19907","62500","32849","33497","9182","36774","21502","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5010.01, Los Angeles County, California"
"1400000US06037501002","1444","29","58.0","10.7","0.8","1.2","1.2","1.8","4.6","3.7","0.0","2.7","34.6","9.6","0.8","1.3","76.1","4.9","18.5","5.1","0.0","2.7","47.6","8.0","37.0","6.9","15.4","4.6","1189","91","51.7","9.4","48.3","9.4","78.2","8.0","12.9","6.1","8.9","5.1","255","90","42.0","21.2","34.9","18.4","7.1","11.7","58.0","21.2","22.0","18.6","36.1","26.2","33.6","(X)","28.9","(X)","40.0","(X)","73073","14282","73125","7553","-","**","-","**","147917","84403","-","**","59485","55799","-","**","59544","25357","97868","57937","-","**","67083","20100","103074","24108","46641","14265","76769","22744","102697","36592","73750","14116","103056","15309","39688","13602","42396","46805","56705","13721","56023","16514","51875","14756","-","**","58125","26877","42121","30891","71176","122849","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5010.02, Los Angeles County, California"
"1400000US06037501200","1484","55","56.4","8.5","4.2","3.9","0.7","1.1","2.2","2.2","0.0","2.7","36.5","8.8","0.0","2.7","57.5","8.0","34.4","7.7","5.1","3.2","32.9","6.0","38.6","4.8","23.4","4.2","1098","118","50.5","9.1","49.5","9.1","66.8","9.5","28.4","9.3","4.7","3.6","386","111","73.8","13.2","56.0","13.4","17.9","11.1","26.2","13.2","22.5","12.9","3.6","5.9","27.8","(X)","31.0","(X)","18.9","(X)","67130","8422","65417","15912","32250","70761","-","**","127647","183399","-","**","69954","20821","-","**","76250","16315","58444","18913","28269","50673","73357","9397","76985","10675","31042","12925","72417","6810","75472","6611","68309","15812","81691","18104","47794","24617","29423","118966","44821","16617","52875","26321","38143","24095","89519","72152","43304","27051","32260","39935","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5012, Los Angeles County, California"
"1400000US06037501300","2308","148","53.8","8.6","2.3","3.1","0.9","1.0","0.0","1.7","0.0","1.7","40.2","8.1","2.9","3.0","71.4","7.1","26.9","6.5","0.5","0.8","32.3","4.9","51.0","6.6","16.1","5.1","1723","170","49.2","8.6","50.8","8.6","61.2","9.6","25.4","8.9","13.5","6.9","585","165","51.3","16.3","48.4","16.2","2.9","4.1","48.7","16.3","40.2","15.2","8.5","11.2","26.1","(X)","24.7","(X)","25.8","(X)","66235","6446","67983","9181","65801","43322","31250","22112","-","**","-","**","66146","38587","47043","297766","68029","14055","64239","11585","-","**","93500","27999","60833","19772","41719","47261","71222","12026","55625","50676","78472","14210","113702","26530","31162","4517","65000","29984","38456","21922","20385","32426","13646","27416","63068","13400","65585","44885","39338","53991","66603","40853","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5013, Los Angeles County, California"
"1400000US06037501400","1202","64","42.8","9.6","4.0","3.3","0.0","3.3","5.2","4.2","0.0","3.3","47.5","9.2","0.4","0.9","82.2","5.9","9.6","4.2","5.7","4.5","49.8","6.7","38.9","7.6","5.6","4.2","908","78","63.4","12.2","36.6","12.2","55.9","9.4","30.8","9.0","13.2","7.7","294","80","39.1","14.3","23.8","11.8","15.3","12.5","60.9","14.3","49.3","15.6","11.6","13.5","39.4","(X)","37.6","(X)","25.5","(X)","47464","20807","60461","32866","40147","53908","-","**","26856","13562","-","**","60609","23531","-","**","51029","22244","86875","38720","28984","5505","63491","11184","45417","25522","40461","17911","45975","15897","60278","27154","32308","18848","81500","32786","18906","12040","45192","49336","43750","25828","45347","13284","45139","26904","80234","87868","32292","64095","30875","27165","62024","14400","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5014, Los Angeles County, California"
"1400000US06037501501","795","59","73.7","8.7","2.1","2.0","0.0","4.9","6.4","4.2","0.0","4.9","17.7","7.6","0.0","4.9","44.2","8.6","47.3","9.4","1.3","1.9","25.7","6.2","45.5","6.1","27.5","5.9","607","71","38.1","7.7","61.9","7.7","77.4","9.6","14.0","8.3","8.6","5.9","188","73","62.2","20.7","60.1","20.2","2.1","4.2","37.8","20.7","23.9","15.1","13.8","20.6","20.9","(X)","14.2","(X)","42.6","(X)","78315","11564","71944","16863","104625","176967","-","**","62431","87879","-","**","112560","38251","-","**","83750","18862","64375","32505","-","**","102688","50226","117833","36946","58897","6888","102159","22238","103875","17525","88409","32796","111000","26363","87614","23052","51250","44084","26726","11453","26161","3810","26042","4428","-","**","42917","42653","59028","18182","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5015.01, Los Angeles County, California"
"1400000US06037501503","1846","126","48.6","9.1","0.0","2.1","0.0","2.1","4.2","3.0","0.6","1.1","44.4","8.5","2.2","2.6","66.4","6.6","28.8","7.8","5.8","4.7","57.2","7.3","31.6","4.9","5.4","2.6","1075","131","57.0","9.3","43.0","9.3","58.8","9.9","33.1","9.7","8.1","6.0","771","169","35.3","12.5","29.2","12.1","6.1","5.2","64.7","12.5","44.7","15.3","20.0","12.7","23.8","(X)","35.6","(X)","7.4","(X)","49407","10380","45043","9220","-","**","-","**","57083","62932","-","**","53154","12454","14224","61870","48729","9653","44563","43979","30521","15605","51058","8295","56333","30933","53667","42681","56046","23009","52595","21496","81369","15012","70385","28245","38429","13254","76417","48896","42625","6399","38750","11218","37363","14936","39760","56998","43625","6144","42054","12701","47155","39882","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5015.03, Los Angeles County, California"
"1400000US06037501504","1571","79","54.0","7.5","0.6","1.0","0.0","2.5","7.1","3.3","0.0","2.5","37.9","7.7","0.4","0.6","65.8","6.2","26.5","5.6","6.3","4.2","39.3","6.7","20.7","5.1","33.7","5.0","781","123","54.9","10.3","45.1","10.3","52.5","12.7","37.4","13.1","10.1","7.3","790","135","64.6","11.2","51.9","9.9","12.7","8.3","35.4","11.2","25.6","9.6","9.9","6.8","26.0","(X)","25.7","(X)","22.8","(X)","34422","4062","47132","14361","-","**","-","**","18494","4075","-","**","32604","14459","-","**","37903","11236","34271","13676","54306","27213","48500","18787","54961","21069","18179","5320","40815","13109","41902","18855","39194","30008","63500","11021","26473","11616","21813","28262","30549","10044","16319","9494","14841","11153","18125","45966","35484","15576","34357","4686","56974","32988","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5015.04, Los Angeles County, California"
"1400000US06037501600","2312","69","59.9","8.1","0.4","0.8","0.6","1.0","10.8","4.6","0.0","1.7","24.9","7.9","3.2","2.9","46.7","6.3","41.4","5.6","2.3","3.4","33.0","6.6","40.4","4.3","24.3","4.2","1523","197","43.3","9.0","56.7","9.0","70.2","8.7","16.0","7.1","13.8","7.6","789","196","51.3","16.1","37.4","14.2","13.9","11.9","48.7","16.1","48.7","16.1","0.0","4.9","20.5","(X)","22.3","(X)","17.2","(X)","79050","7605","98854","20790","-","**","-","**","60816","22470","-","**","51681","26240","82583","41167","64864","22233","102708","23483","-","**","69479","26021","85074","25161","81000","56101","99505","18665","100775","17179","80069","41321","109671","25747","42024","45445","63962","40826","60430","10450","60799","12928","61988","19579","33632","6218","53594","27978","53594","27978","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5016, Los Angeles County, California"
"1400000US06037501700","1245","68","80.0","6.7","0.0","3.2","0.0","3.2","1.9","2.3","0.0","3.2","17.3","6.3","0.7","1.1","43.6","6.4","52.4","7.2","0.4","0.9","39.2","5.9","36.6","6.0","23.8","3.9","1058","89","44.0","6.5","56.0","6.5","69.8","9.6","19.6","10.5","10.7","7.4","187","72","50.8","18.2","50.8","18.2","0.0","19.1","49.2","18.2","44.9","18.5","4.3","6.8","22.4","(X)","20.8","(X)","31.6","(X)","81065","15068","81111","28448","-","**","-","**","80833","30571","-","**","83438","27689","-","**","101477","32767","65761","16224","-","**","91548","24854","110357","48080","36750","8802","80833","10908","81157","8594","79708","37591","102162","26381","42132","35431","47321","59810","29028","17387","27321","14374","27321","14374","-","**","39375","36023","45500","51080","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5017, Los Angeles County, California"
"1400000US06037501802","1173","44","61.2","7.6","0.0","3.3","2.5","2.8","1.9","1.9","0.0","3.3","33.6","7.8","0.9","1.2","55.0","6.5","41.3","7.0","7.0","3.2","39.3","5.9","36.1","6.7","17.6","5.3","783","93","53.3","10.4","46.7","10.4","70.1","8.3","29.2","8.4","0.6","1.2","390","97","49.7","14.5","29.2","14.9","20.5","13.8","50.3","14.5","31.5","13.5","18.7","11.2","15.4","(X)","11.4","(X)","21.5","(X)","61642","7703","62255","9162","-","**","49632","35214","80625","105596","-","**","55139","32656","-","**","55069","23015","65917","9287","26250","53526","65694","28687","77841","10433","27933","10883","65559","8211","64712","31033","65769","17969","82298","20945","26133","17551","-","**","60098","56084","28750","25318","30909","23214","26944","89046","61524","20197","60104","72688","62112","39298","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5018.02, Los Angeles County, California"
"1400000US06037501803","1531","59","44.2","8.1","0.0","2.6","1.5","1.8","2.9","3.3","0.0","2.6","47.1","7.9","4.3","3.6","79.2","5.9","14.5","5.5","3.5","3.3","60.4","9.0","29.8","9.2","6.4","3.6","1149","136","78.5","8.2","21.5","8.2","33.5","9.7","43.1","10.0","23.4","9.9","382","140","43.5","19.1","36.6","19.0","6.8","8.4","56.5","19.1","49.5","18.4","7.1","8.1","23.1","(X)","23.4","(X)","16.5","(X)","34452","4603","26983","13255","-","**","2,500-","***","4844","139261","-","**","36250","5912","62574","52044","34429","5108","32000","21261","58807","29808","34318","5049","32214","14641","22321","105833","35781","6404","32857","7210","63418","5266","63472","12704","21801","9773","33301","8637","21646","11306","20305","12651","14048","12756","62969","17359","33056","18494","32125","32867","54375","13718","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5018.03, Los Angeles County, California"
"1400000US06037501804","749","77","60.7","12.9","0.0","5.2","0.0","5.2","0.0","5.2","0.0","5.2","37.9","12.5","1.3","2.5","64.5","12.3","35.5","12.3","4.4","7.0","45.4","13.3","40.7","11.6","9.5","8.7","461","93","46.0","18.8","54.0","18.8","70.1","18.5","19.3","17.3","10.6","11.8","288","110","52.4","24.2","41.7","22.9","10.8","16.1","47.6","24.2","35.1","24.7","12.5","15.3","34.7","(X)","28.4","(X)","40.6","(X)","44926","18207","43015","24750","-","**","-","**","-","**","-","**","47908","27624","-","**","61619","26979","19010","11515","-","**","61761","32681","43897","9472","3715","14406","60426","24878","82843","62455","60028","12484","83750","23382","57455","8894","26856","1923","25556","19428","34023","24553","32813","45257","-","**","19193","16086","18708","22872","22500","8943","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5018.04, Los Angeles County, California"
"1400000US06037501900","1360","40","61.6","9.7","0.0","2.9","0.8","1.4","4.5","4.5","0.0","2.9","32.0","8.4","1.1","1.4","52.1","8.5","42.3","8.9","0.7","1.2","44.6","5.6","37.5","5.1","17.2","5.6","1052","80","42.6","6.3","57.4","6.3","73.7","7.4","18.1","6.4","8.3","4.7","308","86","61.0","15.4","55.2","16.3","5.8","6.0","39.0","15.4","23.4","12.1","15.6","14.1","20.7","(X)","22.4","(X)","14.9","(X)","77292","21261","70395","20879","-","**","-","**","86556","15862","-","**","88906","34314","40795","22897","88015","28980","66033","20751","-","**","91853","25576","85561","22153","27692","18301","85714","25130","69779","25236","87398","11446","89514","12077","40227","48111","49712","77159","67027","7655","63750","35279","61111","37927","113889","97474","91552","25084","76250","57790","92069","33585","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5019, Los Angeles County, California"
"1400000US06037502003","769","51","52.0","14.1","3.3","5.0","0.0","5.1","0.0","5.1","0.0","5.1","43.0","13.5","1.7","2.5","74.3","8.7","21.5","7.8","6.0","6.6","46.0","8.4","35.6","6.4","12.4","5.5","635","66","61.6","8.7","38.4","8.7","51.0","12.1","40.2","12.7","8.8","5.4","134","65","58.2","26.5","58.2","26.5","0.0","25.4","41.8","26.5","24.6","19.9","17.2","23.9","34.1","(X)","30.4","(X)","35.8","(X)","57228","15404","65855","12078","-","**","-","**","-","**","-","**","55391","46459","24531","30122","57446","16404","62132","59950","4800","55159","65724","23597","61765","12798","31406","42682","61806","13224","57120","16056","66875","32750","74911","10674","28310","4166","63750","11334","17188","46310","4706","19043","4706","19043","-","**","91111","158119","47917","46881","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5020.03, Los Angeles County, California"
"1400000US06037502004","930","70","46.2","9.1","0.0","4.2","0.0","4.2","4.3","2.7","4.7","5.9","41.8","10.0","2.9","2.7","74.1","6.9","15.9","6.4","1.9","3.2","36.2","9.0","47.3","7.8","14.5","4.5","835","69","58.4","9.6","41.6","9.6","66.3","11.6","21.3","8.1","12.3","8.3","95","50","26.3","26.4","26.3","26.4","0.0","32.9","73.7","26.4","73.7","26.4","0.0","32.9","35.6","(X)","34.7","(X)","16.8","(X)","64167","6836","68864","24458","-","**","-","**","75250","99792","-","**","61107","15163","21985","50099","58125","11817","80208","12051","-","**","60529","25478","67216","24157","53580","10607","57083","15119","58750","24827","49323","25348","76696","19695","46042","29691","29583","16924","60391","46430","61607","58052","61607","58052","-","**","56875","62266","56875","62266","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5020.04, Los Angeles County, California"
"1400000US06037502005","1251","59","55.6","9.1","0.7","1.1","1.7","1.8","0.0","3.1","0.0","3.1","40.7","9.1","1.3","1.7","66.6","5.0","31.8","4.8","3.3","3.0","35.1","8.1","39.8","6.2","21.8","4.9","937","85","51.5","8.9","48.5","8.9","62.9","11.4","24.5","9.6","12.6","8.7","314","85","61.1","18.3","57.0","17.8","4.1","6.7","38.9","18.3","18.5","14.3","20.4","15.5","28.9","(X)","32.3","(X)","18.8","(X)","67646","11326","58173","11932","-","**","72614","94165","-","**","-","**","75295","12446","52000","25988","69104","12923","57500","21879","27050","52708","60083","17342","81786","10642","45457","15240","76214","6919","76921","10085","75179","17073","81182","16737","42344","37892","53953","26270","35455","17959","29375","12402","30114","18729","-","**","63611","42476","75556","22368","27286","72592","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5020.05, Los Angeles County, California"
"1400000US06037502100","1588","40","59.1","7.2","1.1","1.3","0.5","0.8","1.6","1.8","0.0","2.5","37.2","7.5","0.5","0.8","77.0","4.9","20.8","4.6","2.5","2.4","34.5","6.1","34.0","7.0","29.0","5.3","1140","102","41.6","7.2","58.4","7.2","63.2","9.1","19.2","7.2","17.6","8.0","448","101","40.6","13.9","38.8","14.0","1.8","2.8","59.4","13.9","46.0","15.0","13.4","10.0","24.2","(X)","23.2","(X)","19.9","(X)","50625","5940","51563","3319","70000","109575","-","**","43906","113589","-","**","46510","13513","-","**","55270","7212","36472","9465","24674","11142","91875","38587","54924","11891","21111","8209","56912","8260","65804","17709","54545","5573","57813","20486","54886","5680","58125","59892","31500","6170","17727","16114","14700","16755","-","**","32770","3045","31596","8420","34886","45866","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5021, Los Angeles County, California"
"1400000US06037502200","1817","83","53.2","6.4","0.0","2.2","0.9","1.1","0.4","0.7","0.0","2.2","45.1","6.1","0.3","0.6","81.3","4.0","17.8","4.0","1.1","1.7","39.5","4.3","37.8","3.7","21.6","3.6","1493","114","46.3","6.9","53.7","6.9","75.5","7.2","16.0","6.0","8.5","5.7","324","112","56.5","17.7","43.5","18.5","13.0","14.9","43.5","17.7","34.0","16.9","9.6","10.3","34.1","(X)","37.7","(X)","17.3","(X)","59826","11049","47955","14947","-","**","122875","182317","-","**","-","**","66645","8657","-","**","62750","11059","50278","25488","-","**","70524","6043","64844","14287","30813","11702","68079","7405","70220","6863","65000","11777","70483","10826","66743","6551","56719","43184","30870","9745","21932","27501","14479","17854","108359","72336","32036","4066","31643","7047","39219","149331","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5022, Los Angeles County, California"
"1400000US06037502301","1417","19","55.5","10.2","0.0","2.8","0.6","1.1","0.0","2.8","0.0","2.8","41.8","10.1","2.1","2.1","89.8","4.9","9.1","4.6","0.9","1.3","32.7","7.6","39.7","7.1","26.7","4.9","1238","86","48.6","8.7","51.4","8.7","76.1","9.0","16.2","7.2","7.7","6.4","179","81","62.0","19.9","55.3","21.5","6.7","10.7","38.0","19.9","33.0","18.4","5.0","8.6","40.4","(X)","41.8","(X)","30.2","(X)","52604","8738","50168","11696","-","**","-","**","-","**","-","**","56083","9220","107794","60188","52306","8141","68672","38714","-","**","66985","27521","51442","15340","43750","15409","56196","11717","56389","16029","55833","20174","60625","18276","50602","13770","9875","66058","26625","17912","11250","16979","9890","10265","-","**","29071","30679","28750","1136","-","**","(X)","(X)","(X)","(X)","(X)","(X)","Census Tract 5023.01, Los Angeles County, California"
